X,Y,PAI,icon_url
16.514703230224,38.9019295184698,PUNTO ATTENZIONE,./0.png
16.5080981607925,38.9028087307031,PUNTO ATTENZIONE,./0.png
16.6395444828063,38.9004767041467,PUNTO ATTENZIONE,./0.png
16.6685339608743,38.8531493139072,PUNTO ATTENZIONE,./0.png
16.6868554282351,38.8677475220831,PUNTO ATTENZIONE,./0.png
16.7051820572955,38.8768887246582,PUNTO ATTENZIONE,./0.png
16.145665649661,38.4416254995755,PUNTO ATTENZIONE,./0.png
16.323622643915,38.2963602657163,PUNTO ATTENZIONE,./0.png
16.2795807963773,38.3295571279444,PUNTO ATTENZIONE,./0.png
16.2848691307906,38.3404362986311,PUNTO ATTENZIONE,./0.png
16.2810518580495,38.354190397312,PUNTO ATTENZIONE,./0.png
15.8373062676067,38.0709395183562,PUNTO ATTENZIONE,./0.png
15.9358801531722,38.2521443822682,PUNTO ATTENZIONE,./0.png
15.9338904216221,38.248399834333,PUNTO ATTENZIONE,./0.png
15.9307457109175,38.2395841642705,PUNTO ATTENZIONE,./0.png
15.899090678307,38.2678484635207,PUNTO ATTENZIONE,./0.png
15.9188683893017,38.2621881875417,PUNTO ATTENZIONE,./0.png
16.0613409888349,38.5050028888071,PUNTO ATTENZIONE,./0.png
15.8571830449163,38.3657223127748,PUNTO ATTENZIONE,./0.png
15.867622352823,38.3994662624736,PUNTO ATTENZIONE,./0.png
15.7363830331264,38.2106115457134,PUNTO ATTENZIONE,./0.png
15.6347331956766,38.2193768862766,PUNTO ATTENZIONE,./0.png
15.6343652529316,38.2225227620882,PUNTO ATTENZIONE,./0.png
15.6742328035422,38.2402679579895,PUNTO ATTENZIONE,./0.png
15.6865870600046,38.246883416048,PUNTO ATTENZIONE,./0.png
15.7435484501958,37.9310758864835,PUNTO ATTENZIONE,./0.png
15.7591426823274,37.9243583795943,PUNTO ATTENZIONE,./0.png
15.7592849906515,37.9254788786535,PUNTO ATTENZIONE,./0.png
15.6557361849953,37.9826523532339,PUNTO ATTENZIONE,./0.png
16.0426619654283,38.2239580482107,PUNTO ATTENZIONE,./0.png
16.0429766912634,38.2204280522636,PUNTO ATTENZIONE,./0.png
16.0430225648071,38.2226974473298,PUNTO ATTENZIONE,./0.png
16.2222234213867,38.3027588150497,PUNTO ATTENZIONE,./0.png
16.228732407491,38.3018197099317,PUNTO ATTENZIONE,./0.png
16.1916732102505,38.1792175042401,PUNTO ATTENZIONE,./0.png
16.1999115182296,38.1722816989928,PUNTO ATTENZIONE,./0.png
16.2011898607459,38.1714324699576,PUNTO ATTENZIONE,./0.png
16.202575623915,38.1710785961242,PUNTO ATTENZIONE,./0.png
16.3299601480424,39.2309333247857,PUNTO ATTENZIONE,./0.png
16.1706727396275,38.2536738062981,PUNTO ATTENZIONE,./0.png
16.1296577382691,38.2460657956333,PUNTO ATTENZIONE,./0.png
16.0997005333676,38.2395819976741,PUNTO ATTENZIONE,./0.png
16.2360402410122,38.2051007973482,PUNTO ATTENZIONE,./0.png
16.2308512685904,38.200318072946,PUNTO ATTENZIONE,./0.png
16.0623650655648,38.0607101269857,PUNTO ATTENZIONE,./0.png
15.9771388252179,38.3094009138954,PUNTO ATTENZIONE,./0.png
16.294581012497,39.8177330560402,PUNTO ATTENZIONE,./0.png
16.2691985412004,39.8357242836906,PUNTO ATTENZIONE,./0.png
15.7967231760904,39.7964010424003,PUNTO ATTENZIONE,./0.png
16.435077486811,40.126134653578,PUNTO ATTENZIONE,./0.png
15.8591357779823,39.6052349251628,PUNTO ATTENZIONE,./0.png
15.9745516497727,39.4679966596506,PUNTO ATTENZIONE,./0.png
15.9502635640473,39.4966497835908,PUNTO ATTENZIONE,./0.png
16.1649828263085,39.728384694027,PUNTO ATTENZIONE,./0.png
16.7139380281295,38.8818836601709,PUNTO ATTENZIONE,./0.png
16.7185455173674,38.8844102001062,PUNTO ATTENZIONE,./0.png
16.7300326505318,38.8962200037185,PUNTO ATTENZIONE,./0.png
16.1517246600987,38.4398493348922,PUNTO ATTENZIONE,./0.png
15.7555032921303,38.2080307078154,PUNTO ATTENZIONE,./0.png
16.3439366988378,38.439749907662,PUNTO ATTENZIONE,./0.png
16.3521365524809,38.444607079437,PUNTO ATTENZIONE,./0.png
16.4878127263953,38.3578755715683,PUNTO ATTENZIONE,./0.png
16.1393699373617,38.0491676393668,PUNTO ATTENZIONE,./0.png
15.772919839766,38.0846089987197,PUNTO ATTENZIONE,./0.png
16.3784428547819,38.6366233508082,PUNTO ATTENZIONE,./0.png
16.5706637675655,39.6203477848843,PUNTO ATTENZIONE,./0.png
16.4677221644597,38.6991418067063,PUNTO ATTENZIONE,./0.png
16.1150693729974,37.9824518232219,PUNTO ATTENZIONE,./0.png
16.5659629393986,38.7724957906403,PUNTO ATTENZIONE,./0.png
16.5638939380506,38.7745239811508,PUNTO ATTENZIONE,./0.png
16.1415378176785,39.574684377688,PUNTO ATTENZIONE,./0.png
16.1412293323081,39.5910540993835,PUNTO ATTENZIONE,./0.png
16.1611898612036,39.5811409998746,PUNTO ATTENZIONE,./0.png
16.2100078594509,39.6215182479885,PUNTO ATTENZIONE,./0.png
16.2016133413417,39.6010113829782,PUNTO ATTENZIONE,./0.png
16.1306604142863,39.5066541971744,PUNTO ATTENZIONE,./0.png
16.0524822268707,39.6068248108517,PUNTO ATTENZIONE,./0.png
16.0974921631964,39.6240908991943,PUNTO ATTENZIONE,./0.png
16.128916388343,39.6258472277067,PUNTO ATTENZIONE,./0.png
16.2699916176318,39.6074628885928,PUNTO ATTENZIONE,./0.png
16.2522088907613,39.5811491477078,PUNTO ATTENZIONE,./0.png
16.7665411338547,39.4079309709893,PUNTO ATTENZIONE,./0.png
16.1342475589189,38.0186616583837,PUNTO ATTENZIONE,./0.png
16.132117420144,38.0131790474315,PUNTO ATTENZIONE,./0.png
16.1242120922359,38.0010226062281,PUNTO ATTENZIONE,./0.png
16.0720324900926,38.0787369404703,PUNTO ATTENZIONE,./0.png
16.2196750828366,38.1886724330975,PUNTO ATTENZIONE,./0.png
16.3280329236241,39.2356234308159,PUNTO ATTENZIONE,./0.png
16.3311423410232,39.2360278244679,PUNTO ATTENZIONE,./0.png
16.0178559584493,38.3346939010254,PUNTO ATTENZIONE,./0.png
15.8432995458032,38.3649441354669,PUNTO ATTENZIONE,./0.png
16.7787476941427,39.6040800677283,PUNTO ATTENZIONE,./0.png
15.9390980037619,38.2809668196371,PUNTO ATTENZIONE,./0.png
16.3420389546622,39.7851344488008,PUNTO ATTENZIONE,./0.png
16.3261149162469,39.780380321731,PUNTO ATTENZIONE,./0.png
16.4666792728653,39.7680345194619,PUNTO ATTENZIONE,./0.png
16.4875948905716,39.7419069963483,PUNTO ATTENZIONE,./0.png
16.4547800136583,39.7496953257151,PUNTO ATTENZIONE,./0.png
16.4535143013659,39.7480883348503,PUNTO ATTENZIONE,./0.png
16.4486666888177,39.7470011679171,PUNTO ATTENZIONE,./0.png
16.4836546183149,39.7263775898769,PUNTO ATTENZIONE,./0.png
16.448595790005,39.7235088612809,PUNTO ATTENZIONE,./0.png
16.30804827227,39.7168920416533,PUNTO ATTENZIONE,./0.png
16.3001028991411,39.7189365702247,PUNTO ATTENZIONE,./0.png
16.4528313742762,39.7000951580327,PUNTO ATTENZIONE,./0.png
16.4690176954766,39.7076149132206,PUNTO ATTENZIONE,./0.png
16.4969173858608,39.7102464067086,PUNTO ATTENZIONE,./0.png
16.3252114444209,39.7495881557482,PUNTO ATTENZIONE,./0.png
16.779162608612,39.5093385466451,PUNTO ATTENZIONE,./0.png
16.8155616434419,39.5862779333721,PUNTO ATTENZIONE,./0.png
16.8821502520856,39.5297774208537,PUNTO ATTENZIONE,./0.png
16.8657959879425,39.5367108775109,PUNTO ATTENZIONE,./0.png
16.8564460993966,39.5424414002004,PUNTO ATTENZIONE,./0.png
16.9005595407771,39.5229208640738,PUNTO ATTENZIONE,./0.png
16.0216287149101,38.3433499097678,PUNTO ATTENZIONE,./0.png
16.0159591681013,38.3431002109981,PUNTO ATTENZIONE,./0.png
16.0060289873145,38.3430759941492,PUNTO ATTENZIONE,./0.png
15.9860343380065,38.338328231585,PUNTO ATTENZIONE,./0.png
15.9515287956143,38.3590005024446,PUNTO ATTENZIONE,./0.png
15.9354672150732,38.3623708250331,PUNTO ATTENZIONE,./0.png
16.3059754065604,38.2752629442429,PUNTO ATTENZIONE,./0.png
16.2800593051784,38.2507446829666,PUNTO ATTENZIONE,./0.png
16.4237902060858,39.814081592789,PUNTO ATTENZIONE,./0.png
16.4195222283371,39.8193791088952,PUNTO ATTENZIONE,./0.png
16.4164575573641,39.8280337372249,PUNTO ATTENZIONE,./0.png
16.4087392071562,39.8232571498623,PUNTO ATTENZIONE,./0.png
16.02998490414,38.4537093913565,PUNTO ATTENZIONE,./0.png
16.0328271062432,38.4758945984782,PUNTO ATTENZIONE,./0.png
16.0105180780886,38.4922174490624,PUNTO ATTENZIONE,./0.png
16.0066776617219,38.4937101406241,PUNTO ATTENZIONE,./0.png
16.0017015982778,38.5027897324433,PUNTO ATTENZIONE,./0.png
15.98801091074,38.5006081302135,PUNTO ATTENZIONE,./0.png
15.9685523937844,38.4827878570095,PUNTO ATTENZIONE,./0.png
15.969350499089,38.4960477864807,PUNTO ATTENZIONE,./0.png
15.9239113846995,38.5037890552815,PUNTO ATTENZIONE,./0.png
16.050600480025,38.6268229490795,PUNTO ATTENZIONE,./0.png
16.4535906659069,38.750870719895,PUNTO ATTENZIONE,./0.png
16.5195598311851,40.0948196832955,PUNTO ATTENZIONE,./0.png
15.8362155688043,39.7962365790182,PUNTO ATTENZIONE,./0.png
15.8264852852621,39.7855250985487,PUNTO ATTENZIONE,./0.png
16.0067734352149,38.5032535914579,PUNTO ATTENZIONE,./0.png
16.0378555735394,38.5091596546354,PUNTO ATTENZIONE,./0.png
16.0492879554917,38.5103781786761,PUNTO ATTENZIONE,./0.png
16.8514298302184,39.5462107518089,PUNTO ATTENZIONE,./0.png
16.8530776171533,39.5449042091356,PUNTO ATTENZIONE,./0.png
16.7249126376754,38.9329628822283,PUNTO ATTENZIONE,./0.png
16.7094979661178,38.9620334862386,PUNTO ATTENZIONE,./0.png
17.1084850552044,39.3016887329659,PUNTO ATTENZIONE,./0.png
17.1084616312375,39.3115224657681,PUNTO ATTENZIONE,./0.png
17.108717961887,39.3147527099019,PUNTO ATTENZIONE,./0.png
15.9117120489202,38.379957255511,PUNTO ATTENZIONE,./0.png
15.9081987633348,38.401471518857,PUNTO ATTENZIONE,./0.png
15.8923897643934,38.4150428180199,PUNTO ATTENZIONE,./0.png
15.9042315675352,38.432216136916,PUNTO ATTENZIONE,./0.png
15.9015722675047,38.4328420197812,PUNTO ATTENZIONE,./0.png
15.8980947617103,38.4344055851455,PUNTO ATTENZIONE,./0.png
15.8938791444611,38.4362075028334,PUNTO ATTENZIONE,./0.png
16.9309397587092,39.1727141347712,PUNTO ATTENZIONE,./0.png
17.0677466284195,39.2012408669231,PUNTO ATTENZIONE,./0.png
17.108663046739,39.1981727706065,PUNTO ATTENZIONE,./0.png
17.1130992635771,39.2026266116693,PUNTO ATTENZIONE,./0.png
16.1457367720752,38.0801972166262,PUNTO ATTENZIONE,./0.png
16.1399903968678,38.0587234392902,PUNTO ATTENZIONE,./0.png
16.1401923321279,38.0492766218256,PUNTO ATTENZIONE,./0.png
15.7740225111013,39.9254252898662,PUNTO ATTENZIONE,./0.png
16.252366727813,39.6564960792737,PUNTO ATTENZIONE,./0.png
16.2528286648485,39.6612760175627,PUNTO ATTENZIONE,./0.png
16.8344211230259,38.930018479471,PUNTO ATTENZIONE,./0.png
16.5766992869471,38.503262539528,PUNTO ATTENZIONE,./0.png
15.772919839766,38.0846089987197,PUNTO ATTENZIONE,./0.png
16.2818825737671,38.3345229139739,PUNTO ATTENZIONE,./0.png
16.2570734599851,39.0445223553188,PUNTO ATTENZIONE,./0.png
16.2493557354198,39.0992131439214,PUNTO ATTENZIONE,./0.png
16.2931976283191,39.0697110052672,PUNTO ATTENZIONE,./0.png
16.2867821128403,39.0727843935957,PUNTO ATTENZIONE,./0.png
16.2894279170045,39.0715811189105,PUNTO ATTENZIONE,./0.png
16.2637409192505,39.0897852917418,PUNTO ATTENZIONE,./0.png
16.0089143147698,38.5317661719829,PUNTO ATTENZIONE,./0.png
16.030244550465,38.5555085524351,PUNTO ATTENZIONE,./0.png
16.0213656897831,38.5491740192449,PUNTO ATTENZIONE,./0.png
15.9969262038251,38.528419677216,PUNTO ATTENZIONE,./0.png
15.9837657636565,38.5578485834364,PUNTO ATTENZIONE,./0.png
15.9717236333947,38.2532637087088,PUNTO ATTENZIONE,./0.png
15.9552812819668,38.2514758982304,PUNTO ATTENZIONE,./0.png
16.1017290717695,38.3863436447122,PUNTO ATTENZIONE,./0.png
16.1069345585395,38.3841979548349,PUNTO ATTENZIONE,./0.png
16.1050167162072,38.3889501284022,PUNTO ATTENZIONE,./0.png
16.0933560442533,38.3846535446995,PUNTO ATTENZIONE,./0.png
16.0907207002652,38.3794818818122,PUNTO ATTENZIONE,./0.png
15.9390980037619,38.2809668196371,PUNTO ATTENZIONE,./0.png
16.4281679889771,38.7140197984992,PUNTO ATTENZIONE,./0.png
16.2083992235386,39.5097326269982,PUNTO ATTENZIONE,./0.png
16.2100321432862,39.5096869042298,PUNTO ATTENZIONE,./0.png
16.2190536723671,39.5329334795301,PUNTO ATTENZIONE,./0.png
16.1558850013211,39.4975573595317,PUNTO ATTENZIONE,./0.png
16.1325570640237,39.4977574113959,PUNTO ATTENZIONE,./0.png
16.1067083092005,39.4777186227271,PUNTO ATTENZIONE,./0.png
16.1542298638406,39.3391151715199,PUNTO ATTENZIONE,./0.png
16.1426901491037,39.3362664642898,PUNTO ATTENZIONE,./0.png
16.1398380420909,39.342448236374,PUNTO ATTENZIONE,./0.png
16.1300580394683,39.3505728323027,PUNTO ATTENZIONE,./0.png
16.7022013759467,39.2440616790283,PUNTO ATTENZIONE,./0.png
16.7049468773491,39.2455036526012,PUNTO ATTENZIONE,./0.png
16.6531694474795,39.2697115064745,PUNTO ATTENZIONE,./0.png
16.6603063323884,39.2657355429492,PUNTO ATTENZIONE,./0.png
16.6787308379062,39.2655760093448,PUNTO ATTENZIONE,./0.png
16.4113295739654,39.1604819461744,PUNTO ATTENZIONE,./0.png
16.4155187683568,39.1606867062545,PUNTO ATTENZIONE,./0.png
16.4159881489389,39.1619633929319,PUNTO ATTENZIONE,./0.png
16.1768808027216,39.388779747577,PUNTO ATTENZIONE,./0.png
16.185523094525,39.3892888183509,PUNTO ATTENZIONE,./0.png
16.1971908637729,39.3928699505496,PUNTO ATTENZIONE,./0.png
16.2360981797592,39.3991892523502,PUNTO ATTENZIONE,./0.png
16.2146832689738,39.6599988305019,PUNTO ATTENZIONE,./0.png
16.2343635811491,39.6629221697469,PUNTO ATTENZIONE,./0.png
16.2186022991259,39.6776351850652,PUNTO ATTENZIONE,./0.png
16.1908136893508,39.6766753268566,PUNTO ATTENZIONE,./0.png
16.1884494059344,39.6786232306216,PUNTO ATTENZIONE,./0.png
16.1688920768682,39.2498556647713,PUNTO ATTENZIONE,./0.png
16.1628154855835,39.2499165001085,PUNTO ATTENZIONE,./0.png
16.165078691711,39.2512657331251,PUNTO ATTENZIONE,./0.png
16.1720901605089,39.2629625961188,PUNTO ATTENZIONE,./0.png
16.1672062485891,39.2657975166552,PUNTO ATTENZIONE,./0.png
16.175177690557,39.2714888671753,PUNTO ATTENZIONE,./0.png
16.1770125064022,39.2715336651619,PUNTO ATTENZIONE,./0.png
16.1928079590299,39.2552806397726,PUNTO ATTENZIONE,./0.png
16.1934052961022,39.2640753254434,PUNTO ATTENZIONE,./0.png
16.1889358615016,39.2745515188257,PUNTO ATTENZIONE,./0.png
16.1990956720918,39.2835331384513,PUNTO ATTENZIONE,./0.png
16.182113929242,39.2994623646444,PUNTO ATTENZIONE,./0.png
16.1836412998285,39.3042379263557,PUNTO ATTENZIONE,./0.png
16.1789002361881,39.301807841494,PUNTO ATTENZIONE,./0.png
16.1693282433376,39.3028206576399,PUNTO ATTENZIONE,./0.png
16.3383285094727,39.1986579626599,PUNTO ATTENZIONE,./0.png
16.3199352141358,39.1963158352172,PUNTO ATTENZIONE,./0.png
16.3416750348914,39.2091083024544,PUNTO ATTENZIONE,./0.png
15.9952882565009,39.4446168843454,PUNTO ATTENZIONE,./0.png
16.0003142959554,39.4354294315084,PUNTO ATTENZIONE,./0.png
16.0037923123201,39.4270287802317,PUNTO ATTENZIONE,./0.png
16.0235864270854,39.3856563815208,PUNTO ATTENZIONE,./0.png
16.0145891158079,39.4055534588955,PUNTO ATTENZIONE,./0.png
16.0084268430751,39.4160876598682,PUNTO ATTENZIONE,./0.png
16.2552302928981,39.2345439021407,PUNTO ATTENZIONE,./0.png
16.27105222614,39.2405919999144,PUNTO ATTENZIONE,./0.png
16.3946234432532,39.120898268568,PUNTO ATTENZIONE,./0.png
16.1960621772538,39.2843684576575,PUNTO ATTENZIONE,./0.png
16.1889438916854,39.2889476957988,PUNTO ATTENZIONE,./0.png
16.170530429186,39.2926640747318,PUNTO ATTENZIONE,./0.png
16.4177935276103,39.1067298848812,PUNTO ATTENZIONE,./0.png
16.4276440519581,39.1140595496544,PUNTO ATTENZIONE,./0.png
16.0651696068479,39.16900254677,PUNTO ATTENZIONE,./0.png
16.0654424900424,39.1580195818417,PUNTO ATTENZIONE,./0.png
16.0789129246223,39.1261530587645,PUNTO ATTENZIONE,./0.png
16.1752185358953,39.1249027992705,PUNTO ATTENZIONE,./0.png
16.1665468509895,39.3202171846737,PUNTO ATTENZIONE,./0.png
16.1689389011733,39.3429789104287,PUNTO ATTENZIONE,./0.png
16.2444724352794,39.3229237277435,PUNTO ATTENZIONE,./0.png
16.2632202333842,39.3620402443341,PUNTO ATTENZIONE,./0.png
16.2334806239274,39.3827586758828,PUNTO ATTENZIONE,./0.png
16.2302454567949,39.381351476764,PUNTO ATTENZIONE,./0.png
16.6998456722522,39.4830395770651,PUNTO ATTENZIONE,./0.png
16.6859438872061,39.467095940992,PUNTO ATTENZIONE,./0.png
16.6725294671052,39.4675558812877,PUNTO ATTENZIONE,./0.png
15.9943406545843,39.4490385565746,PUNTO ATTENZIONE,./0.png
15.9925304819597,39.4476149912871,PUNTO ATTENZIONE,./0.png
15.9771907205241,39.470592754441,PUNTO ATTENZIONE,./0.png
15.9919943104768,39.4753496690762,PUNTO ATTENZIONE,./0.png
15.9598848227643,39.4812802243739,PUNTO ATTENZIONE,./0.png
16.0683884088923,39.5566876630903,PUNTO ATTENZIONE,./0.png
16.0796545225464,39.582833108474,PUNTO ATTENZIONE,./0.png
16.0978974117996,39.6006336142828,PUNTO ATTENZIONE,./0.png
16.1195729176484,39.6225595728296,PUNTO ATTENZIONE,./0.png
16.0808087590858,39.6176732813308,PUNTO ATTENZIONE,./0.png
15.8927361925172,39.5420054981076,PUNTO ATTENZIONE,./0.png
15.8728704732739,39.5607540982879,PUNTO ATTENZIONE,./0.png
16.8192418408092,39.5784717042021,PUNTO ATTENZIONE,./0.png
16.7188680145091,39.6062110957969,PUNTO ATTENZIONE,./0.png
16.7191503313757,39.6068652087165,PUNTO ATTENZIONE,./0.png
16.6797203929195,39.5935989217666,PUNTO ATTENZIONE,./0.png
16.6470820641886,39.5915049751569,PUNTO ATTENZIONE,./0.png
16.6512900356802,39.5973160388775,PUNTO ATTENZIONE,./0.png
16.6583404497292,39.6013358042422,PUNTO ATTENZIONE,./0.png
16.6104910947863,39.6036653483082,PUNTO ATTENZIONE,./0.png
16.6047646926954,39.6057221084828,PUNTO ATTENZIONE,./0.png
16.5935058007051,39.5870579068743,PUNTO ATTENZIONE,./0.png
16.591624742322,39.591611538901,PUNTO ATTENZIONE,./0.png
16.5850187173599,39.6111962955705,PUNTO ATTENZIONE,./0.png
16.5738402330157,39.6290351649721,PUNTO ATTENZIONE,./0.png
16.4033339883396,39.7848237675547,PUNTO ATTENZIONE,./0.png
16.5081040404786,39.8423327927342,PUNTO ATTENZIONE,./0.png
16.510812323178,39.8401998455016,PUNTO ATTENZIONE,./0.png
16.5114021279138,39.8396555756811,PUNTO ATTENZIONE,./0.png
16.483659189719,39.7982809954273,PUNTO ATTENZIONE,./0.png
